Shape_Code,Length,Width,Height,Shape_Factor,R_Value,Thermal_Mass_Factor,Window_Area,Window_U_Value,Orientation_Factor,ACH,Occupants,Elevation,Outside_Temp,Solar_Power,Wind_Speed,Previous_Temp,Inside_Temp,Solar_Gain,Conduction_Loss,Infiltration_Loss
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-7.814204753856056,0.0,2.790758570502878,1.9337492085298953,1.2296765998534154,0.0,680.2091429991021,1198.6024313017188
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-8.652880692057474,0.0,14.813354893353516,1.2296765998534154,0.38553951764269634,0.0,1045.9691759305588,1206.6032161915373
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-7.4646167986901055,0.0,11.809850248980794,0.38553951764269634,-0.2592692613726788,0.0,760.5171154440475,960.1494497589423
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-8.865018182126645,0.0,1.873904797231849,-0.2592692613726788,-0.8721203229271106,0.0,576.6593867948975,1058.7282899611719
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-7.850897635094265,0.0,12.040374580999607,-0.8721203229271106,-1.447112679187752,0.0,680.9061024162015,853.455951673295
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-6.210565579636737,0.0,14.32039225844807,-1.447112679187752,-1.8514335013344025,0.0,497.16824112404515,581.7583227255727
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-4.937261173731085,0.0,8.984180925677073,-1.8514335013344025,-2.0953548381887,0.0,272.8489351407243,378.05301055812265
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-5.213249116495865,197.06555165010116,15.176147342595346,-2.0953548381887,-2.2935773983519674,193.4298060040474,337.29876879437734,385.0861985564094
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-4.502777839937762,336.75187366846325,5.557426833432837,-2.2935773983519674,-2.3407408963067877,330.5389960333887,177.4917721805688,278.9026040366931
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-3.2697490506262468,523.6707159402617,2.044205530396974,-2.3407408963067877,-2.2214144404879486,514.0092935886466,69.31347502929933,126.27421892608139
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-1.7824935817230603,572.4268719399332,6.879114449579422,-2.2214144404879486,-1.985364505552938,561.8659266609988,-27.276992891198883,-40.7542592381189
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-1.275648208018251,578.4849383895804,9.18849759343685,-1.985364505552938,-1.7248712225614775,567.8122252824619,-53.58517853442527,-73.72663464270651
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-1.0401527743107546,771.8312155317394,1.5760039615691634,-1.7248712225614775,-1.4026181700307423,757.5913752458006,-35.766064615789276,-66.57200134568869
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-0.12361051334359141,689.7150159712862,17.709034958736137,-1.4026181700307423,-1.0470526552693404,676.9901721549104,-131.63894916911414,-140.19433285314983
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,0.2221099002992173,544.0199432800662,1.3911029764748184,-1.0470526552693404,-0.7643997073073283,533.9830894332874,-76.55290589226571,-143.72091453996558
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,0.9806445981382603,525.0029179224275,19.704430413215157,-0.7643997073073283,-0.42186160725334565,515.3169172134295,-198.23473834726812,-200.5082568540348
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,1.1513219001750579,380.424280336926,7.602524500783323,-0.42186160725334565,-0.16546011638468627,373.4056720144329,-126.6020679797206,-184.19738711281258
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-0.7089799025789838,195.27331136667266,3.253081943121696,-0.16546011638468627,-0.13581272151656293,191.67063151904281,41.27384089874262,71.28297772704532
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-1.856463382952508,8.844630382517147e-14,14.036406269171026,-0.13581272151656293,-0.28132853965106297,8.681452058680584e-14,178.13039104968033,210.17729197307634
1,7.337291153830055,6.512463925460867,2.9336060515600666,0.9205609878446039,2.214271382157137,73610.77033997068,2.412591416181362,2.640597150745024,0.678074877493153,4.1865989329632125,0,3613.534202319879,-1.8650473403390118,0.0,1.4280501915709665,-0.28132853965106297,-0.393330482176224,0.0,103.98698588284634,194.88921433749286
